Year,Origin County,Dest County,Dest County Na,Returns, Exemptions ,AGI
2007,57,45,Carroll County,26,48,927
2007,57,151,Henry County,24,36,1488
2007,57,113,Fayette County,16,28,679
2007,57,13,Barrow County,15,31,649
2007,57,63,Clayton County,15,38,340
2007,57,77,Coweta County,11,22,623
2007,63,121,Fulton County,2856,6094,73830
2007,63,151,Henry County,1832,4108,65656
2007,63,89,De Kalb County,1174,2425,29359
2007,63,113,Fayette County,508,1170,25599
2007,63,67,Cobb County,447,897,13441
2007,63,135,Gwinnett County,362,764,11619
2007,63,77,Coweta County,252,541,11094
2007,63,255,Spalding County,245,544,7856
2007,63,97,Douglas County,177,376,5946
2007,63,247,Rockdale County,103,236,3755
2007,63,217,Newton County,88,185,3487
2007,63,223,Paulding County,54,117,1886
2007,63,45,Carroll County,42,91,1265
2007,63,57,Cherokee County,35,62,1287
2007,63,117,Forsyth County,26,60,1988
2007,63,13,Barrow County,21,44,704
2007,63,297,Walton County,21,50,576
2007,63,139,Hall County,16,37,446
2007,63,15,Bartow County,15,29,465
2007,67,121,Fulton County,4181,7028,207363
2007,67,57,Cherokee County,2223,4334,118096
2007,67,223,Paulding County,2139,4664,94585
2007,67,89,De Kalb County,1641,2787,70174
2007,67,97,Douglas County,1259,2785,45113
2007,67,135,Gwinnett County,1010,1939,39712
2007,67,15,Bartow County,574,1172,25077
2007,67,63,Clayton County,441,913,11404
2007,67,117,Forsyth County,231,488,18188
2007,67,45,Carroll County,225,503,8972
2007,67,151,Henry County,169,367,7409
2007,67,77,Coweta County,106,194,5864
2007,67,113,Fayette County,86,180,5699
2007,67,217,Newton County,74,147,2416
2007,67,139,Hall County,66,126,3045
2007,67,247,Rockdale County,61,123,1802
2007,67,13,Barrow County,35,66,1262
2007,67,297,Walton County,23,45,1315
2007,67,255,Spalding County,19,30,498
2007,77,121,Fulton County,301,554,11330
2007,77,113,Fayette County,261,549,12467
2007,77,63,Clayton County,108,214,2682
2007,77,67,Cobb County,101,153,4539
2007,77,45,Carroll County,98,201,3808
2007,77,89,De Kalb County,85,139,3432
2007,77,135,Gwinnett County,63,137,2816
2007,77,151,Henry County,61,115,1994
2007,77,255,Spalding County,51,101,1621
2007,77,97,Douglas County,39,83,1451
2007,77,223,Paulding County,25,55,1110
2007,77,57,Cherokee County,22,49,1063
2007,77,217,Newton County,20,49,900
2007,77,117,Forsyth County,10,21,550
2007,77,139,Hall County,10,23,534
2007,77,297,Walton County,10,22,488
2007,89,121,Fulton County,7752,13281,342752
2007,89,135,Gwinnett County,5279,11516,191632
2007,89,67,Cobb County,1862,3189,84825
2007,89,63,Clayton County,1510,3251,39671
2007,89,247,Rockdale County,975,2175,34704
2007,89,217,Newton County,766,1736,27543
2007,89,151,Henry County,736,1666,28816
2007,89,97,Douglas County,304,625,11194
2007,89,117,Forsyth County,246,511,19413
2007,89,57,Cherokee County,214,375,11121
2007,89,297,Walton County,174,329,7207
2007,89,139,Hall County,109,201,6510
2007,89,223,Paulding County,94,191,4015
2007,89,113,Fayette County,86,168,4958
2007,89,13,Barrow County,78,152,2745
2007,89,77,Coweta County,67,116,2600
2007,89,45,Carroll County,58,97,1501
2007,89,15,Bartow County,37,68,2006
2007,89,255,Spalding County,30,65,853
2007,97,67,Cobb County,907,1836,29403
2007,97,121,Fulton County,629,1187,22625
2007,97,45,Carroll County,577,1237,21384
2007,97,223,Paulding County,445,936,17408
2007,97,89,De Kalb County,190,366,5788
2007,97,63,Clayton County,134,270,3317
2007,97,135,Gwinnett County,110,211,3945
2007,97,57,Cherokee County,38,92,1888
2007,97,151,Henry County,38,84,1327
2007,97,77,Coweta County,34,67,2321
2007,97,113,Fayette County,30,54,1667
2007,97,15,Bartow County,18,33,464
2007,97,117,Forsyth County,15,36,939
2007,97,139,Hall County,13,33,807
2007,97,217,Newton County,12,33,272
2007,97,255,Spalding County,12,22,565
2007,113,77,Coweta County,619,1336,37588
2007,113,121,Fulton County,377,667,18119
2007,113,63,Clayton County,256,548,6712
2007,113,151,Henry County,162,313,6842
2007,113,67,Cobb County,130,204,6093
2007,113,89,De Kalb County,115,183,5474
2007,113,255,Spalding County,87,173,3570
2007,113,135,Gwinnett County,58,114,2170
2007,113,57,Cherokee County,31,60,1870
2007,113,45,Carroll County,29,47,999
2007,113,97,Douglas County,26,43,1043
2007,113,117,Forsyth County,19,50,1635
2007,113,223,Paulding County,16,33,636
2007,113,247,Rockdale County,12,23,392
2007,117,121,Fulton County,574,978,37204
2007,117,135,Gwinnett County,336,643,20340
2007,117,139,Hall County,212,456,12948
2007,117,57,Cherokee County,187,426,13346
2007,117,89,De Kalb County,129,203,6799
2007,117,67,Cobb County,123,235,7457
2007,117,13,Barrow County,30,63,993
2007,117,151,Henry County,20,40,934
2007,117,223,Paulding County,18,36,968
2007,117,15,Bartow County,12,28,858
2007,117,297,Walton County,12,25,470
2007,117,97,Douglas County,10,17,481
2007,121,89,De Kalb County,7507,12479,348835
2007,121,67,Cobb County,3983,7024,231564
2007,121,63,Clayton County,2975,6545,69816
2007,121,135,Gwinnett County,2541,4733,122454
2007,121,117,Forsyth County,1526,3352,132466
2007,121,57,Cherokee County,1097,2106,71472
2007,121,97,Douglas County,666,1416,22113
2007,121,151,Henry County,450,907,15869
2007,121,113,Fayette County,367,831,23376
2007,121,77,Coweta County,339,694,14424
2007,121,223,Paulding County,200,416,8136
2007,121,139,Hall County,163,284,13005
2007,121,247,Rockdale County,155,320,4668
2007,121,217,Newton County,132,253,4108
2007,121,45,Carroll County,111,221,3603
2007,121,15,Bartow County,57,102,2502
2007,121,255,Spalding County,57,122,1747
2007,121,297,Walton County,57,108,2145
2007,121,13,Barrow County,56,108,2924
2007,135,89,De Kalb County,3686,7138,129057
2007,135,121,Fulton County,2821,5055,151968
2007,135,13,Barrow County,1089,2382,45275
2007,135,139,Hall County,1083,2260,67342
2007,135,67,Cobb County,1075,1982,46034
2007,135,297,Walton County,921,2013,46774
2007,135,117,Forsyth County,719,1651,56101
2007,135,63,Clayton County,307,617,8595
2007,135,57,Cherokee County,294,599,17768
2007,135,217,Newton County,230,517,9203
2007,135,247,Rockdale County,217,474,8210
2007,135,151,Henry County,215,455,8648
2007,135,97,Douglas County,124,241,5992
2007,135,223,Paulding County,97,220,4687
2007,135,77,Coweta County,75,159,3916
2007,135,113,Fayette County,62,152,4055
2007,135,45,Carroll County,53,98,1794
2007,135,15,Bartow County,43,78,1783
2007,135,255,Spalding County,23,58,712
2007,139,135,Gwinnett County,561,1099,23701
2007,139,117,Forsyth County,181,382,10474
2007,139,121,Fulton County,171,264,9122
2007,139,13,Barrow County,116,243,4922
2007,139,89,De Kalb County,95,135,3647
2007,139,67,Cobb County,74,119,2692
2007,139,297,Walton County,37,90,1497
2007,139,57,Cherokee County,31,54,1316
2007,139,151,Henry County,19,31,1664
2007,139,63,Clayton County,12,30,369
2007,139,15,Bartow County,10,19,346
2007,139,45,Carroll County,10,14,202
2007,151,63,Clayton County,948,1915,27598
2007,151,121,Fulton County,521,934,21575
2007,151,89,De Kalb County,385,718,14072
2007,151,255,Spalding County,314,727,12160
2007,151,67,Cobb County,240,447,12559
2007,151,135,Gwinnett County,159,323,7593
2007,151,113,Fayette County,153,359,8060
2007,151,77,Coweta County,141,295,6903
2007,151,217,Newton County,107,221,3975
2007,151,247,Rockdale County,102,214,4548
2007,151,97,Douglas County,60,120,2588
2007,151,57,Cherokee County,47,101,2431
2007,151,297,Walton County,34,68,2004
2007,151,45,Carroll County,33,48,976
2007,151,117,Forsyth County,32,74,2382
2007,151,223,Paulding County,32,72,1528
2007,151,139,Hall County,31,86,1650
2007,151,15,Bartow County,17,38,892
2007,217,247,Rockdale County,493,1152,16013
2007,217,89,De Kalb County,350,685,10556
2007,217,297,Walton County,195,459,8331
2007,217,135,Gwinnett County,163,327,5937
2007,217,121,Fulton County,147,278,4486
2007,217,151,Henry County,108,256,4788
2007,217,67,Cobb County,50,97,1631
2007,217,63,Clayton County,47,98,1285
2007,217,57,Cherokee County,22,42,934
2007,217,139,Hall County,16,30,774
2007,217,13,Barrow County,12,20,439
2007,217,223,Paulding County,12,25,249
2007,217,97,Douglas County,11,26,328
2007,217,45,Carroll County,10,17,308
2007,217,113,Fayette County,10,26,332
2007,217,117,Forsyth County,10,23,637
2007,223,67,Cobb County,982,1985,36158
2007,223,97,Douglas County,315,692,11894
2007,223,45,Carroll County,183,403,6865
2007,223,121,Fulton County,183,316,6965
2007,223,57,Cherokee County,141,307,6760
2007,223,15,Bartow County,123,265,4909
2007,223,135,Gwinnett County,73,142,2743
2007,223,89,De Kalb County,68,109,2550
2007,223,63,Clayton County,32,57,675
2007,223,151,Henry County,24,46,635
2007,223,117,Forsyth County,21,49,1114
2007,223,77,Coweta County,14,28,520
2007,223,139,Hall County,14,39,653
2007,223,13,Barrow County,10,25,408
2007,223,247,Rockdale County,10,20,176
2007,223,255,Spalding County,10,17,237
2007,247,217,Newton County,837,1893,30141
2007,247,89,De Kalb County,463,966,14516
2007,247,135,Gwinnett County,232,483,8895
2007,247,121,Fulton County,214,381,9665
2007,247,297,Walton County,151,361,9853
2007,247,151,Henry County,105,227,4591
2007,247,67,Cobb County,66,118,3459
2007,247,63,Clayton County,61,126,1600
2007,247,117,Forsyth County,28,54,1685
2007,247,57,Cherokee County,24,58,1587
2007,247,139,Hall County,20,40,1070
2007,247,13,Barrow County,17,30,583
2007,247,77,Coweta County,15,41,671
2007,247,97,Douglas County,14,27,481
2007,247,113,Fayette County,10,35,899
2007,255,151,Henry County,247,549,7050
2007,255,63,Clayton County,161,353,3801
2007,255,113,Fayette County,63,141,3655
2007,255,121,Fulton County,55,102,2401
2007,255,77,Coweta County,40,79,1250
2007,255,89,De Kalb County,38,60,1341
2007,255,67,Cobb County,32,65,771
2007,255,135,Gwinnett County,19,31,507
2007,255,15,Bartow County,10,26,169
2007,297,135,Gwinnett County,381,785,13975
2007,297,217,Newton County,141,313,4819
2007,297,13,Barrow County,118,263,4306
2007,297,89,De Kalb County,88,169,3264
2007,297,247,Rockdale County,76,148,2300
2007,297,121,Fulton County,59,81,1811
2007,297,139,Hall County,33,72,1779
2007,297,67,Cobb County,27,43,925
2007,297,117,Forsyth County,21,44,1266
2007,297,151,Henry County,21,46,691
2007,297,57,Cherokee County,13,26,514
2007,297,63,Clayton County,10,20,215
2008,13,135,Gwinnett County,481,1018,16327
2008,13,297,Walton County,144,345,4814
2008,13,139,Hall County,115,225,3881
2008,13,89,Dekalb County,55,96,1348
2008,13,121,Fulton County,44,72,1603
2008,13,117,Forsyth County,23,52,796
2008,13,67,Cobb County,22,37,777
2008,13,247,Rockdale County,13,27,293
2008,13,63,Clayton County,10,19,112
2008,15,67,Cobb County,426,836,14092
2008,15,57,Cherokee County,192,379,6885
2008,15,223,Paulding County,172,385,6881
2008,15,121,Fulton County,65,100,3541
2008,15,135,Gwinnett County,38,75,1791
2008,15,89,Dekalb County,30,54,843
2008,15,97,Douglas County,29,63,991
2008,15,117,Forsyth County,18,34,716
2008,15,45,Carroll County,13,23,423
2008,15,63,Clayton County,13,28,302
2008,15,139,Hall County,12,34,622
2008,45,97,Douglas County,381,820,12730
2008,45,67,Cobb County,196,345,6528
2008,45,223,Paulding County,191,444,6281
2008,45,121,Fulton County,143,243,4112
2008,45,77,Coweta County,102,198,3616
2008,45,89,Dekalb County,63,92,2182
2008,45,135,Gwinnett County,46,69,1150
2008,45,63,Clayton County,34,70,662
2008,45,151,Henry County,28,56,824
2008,45,57,Cherokee County,27,51,602
2008,45,113,Fayette County,21,27,600
2008,45,15,Bartow County,20,50,728
2008,45,139,Hall County,16,25,446
2008,45,217,Newton County,12,34,373
2008,45,255,Spalding County,10,24,233
2008,57,67,Cobb County,1400,2452,57471
2008,57,121,Fulton County,578,1001,28159
2008,57,135,Gwinnett County,344,520,7904
2008,57,15,Bartow County,247,547,9828
2008,57,117,Forsyth County,208,430,11325
2008,57,223,Paulding County,156,342,7311
2008,57,89,Dekalb County,137,214,5552
2008,57,139,Hall County,39,78,2189
2008,57,97,Douglas County,37,65,1401
2008,57,45,Carroll County,34,62,1134
2008,57,151,Henry County,27,53,1434
2008,57,77,Coweta County,21,44,1327
2008,57,217,Newton County,18,44,763
2008,57,63,Clayton County,14,33,487
2008,57,297,Walton County,13,30,424
2008,57,13,Barrow County,10,21,742
2008,63,121,Fulton County,3155,6569,82601
2008,63,151,Henry County,1787,4002,67780
2008,63,89,Dekalb County,1196,2464,50709
2008,63,67,Cobb County,473,940,13991
2008,63,113,Fayette County,472,1110,18386
2008,63,135,Gwinnett County,385,828,12074
2008,63,255,Spalding County,248,580,7142
2008,63,77,Coweta County,203,460,8799
2008,63,97,Douglas County,159,350,4631
2008,63,247,Rockdale County,105,213,3263
2008,63,217,Newton County,82,181,2821
2008,63,223,Paulding County,66,143,2197
2008,63,57,Cherokee County,40,85,1547
2008,63,45,Carroll County,36,55,1312
2008,63,117,Forsyth County,24,57,1104
2008,63,139,Hall County,22,48,784
2008,63,297,Walton County,17,37,669
2008,63,13,Barrow County,16,45,594
2008,63,15,Bartow County,12,25,437
2008,67,121,Fulton County,4329,7339,223765
2008,67,57,Cherokee County,2075,4026,101796
2008,67,223,Paulding County,1909,4126,82876
2008,67,89,Dekalb County,1724,2857,80466
2008,67,97,Douglas County,1209,2693,39805
2008,67,135,Gwinnett County,1010,1904,39271
2008,67,15,Bartow County,578,1223,22322
2008,67,63,Clayton County,415,859,10718
2008,67,117,Forsyth County,221,468,16737
2008,67,45,Carroll County,219,445,7955
2008,67,151,Henry County,186,362,7428
2008,67,77,Coweta County,101,201,6242
2008,67,113,Fayette County,89,169,6035
2008,67,139,Hall County,89,145,5247
2008,67,247,Rockdale County,68,124,2498
2008,67,217,Newton County,63,144,2752
2008,67,255,Spalding County,28,55,1105
2008,67,13,Barrow County,27,58,1043
2008,67,297,Walton County,18,40,621
2008,77,121,Fulton County,369,684,13271
2008,77,113,Fayette County,231,492,11058
2008,77,45,Carroll County,109,209,3747
2008,77,67,Cobb County,106,177,3926
2008,77,63,Clayton County,104,227,3025
2008,77,151,Henry County,92,172,3767
2008,77,89,Dekalb County,75,126,3777
2008,77,135,Gwinnett County,60,122,2733
2008,77,255,Spalding County,47,90,1435
2008,77,97,Douglas County,40,72,1780
2008,77,223,Paulding County,25,47,909
2008,77,57,Cherokee County,23,58,836
2008,77,15,Bartow County,12,27,640
2008,77,117,Forsyth County,11,16,434
2008,89,121,Fulton County,7948,13310,338709
2008,89,135,Gwinnett County,5180,11202,184840
2008,89,67,Cobb County,1817,3081,82508
2008,89,63,Clayton County,1642,3378,42843
2008,89,247,Rockdale County,915,2021,32303
2008,89,151,Henry County,647,1356,23263
2008,89,217,Newton County,640,1456,20994
2008,89,97,Douglas County,242,500,9275
2008,89,117,Forsyth County,217,424,16943
2008,89,57,Cherokee County,179,314,9145
2008,89,297,Walton County,142,311,5580
2008,89,139,Hall County,126,228,7464
2008,89,223,Paulding County,104,186,4532
2008,89,113,Fayette County,101,212,4439
2008,89,77,Coweta County,84,157,3421
2008,89,13,Barrow County,80,147,2623
2008,89,45,Carroll County,67,122,2517
2008,89,15,Bartow County,47,86,1441
2008,89,255,Spalding County,38,66,1063
2008,97,67,Cobb County,901,1833,27904
2008,97,121,Fulton County,680,1341,23460
2008,97,45,Carroll County,570,1314,21106
2008,97,223,Paulding County,418,907,16379
2008,97,89,Dekalb County,213,376,6250
2008,97,63,Clayton County,136,289,3306
2008,97,135,Gwinnett County,123,236,4310
2008,97,151,Henry County,52,105,1637
2008,97,57,Cherokee County,45,108,2454
2008,97,77,Coweta County,44,84,2070
2008,97,113,Fayette County,27,55,1256
2008,97,247,Rockdale County,25,43,862
2008,97,15,Bartow County,24,50,943
2008,97,217,Newton County,20,49,501
2008,97,117,Forsyth County,18,43,888
2008,97,255,Spalding County,15,23,444
2008,97,139,Hall County,12,18,338
2008,97,297,Walton County,11,17,341
2008,113,77,Coweta County,606,1244,35034
2008,113,121,Fulton County,487,869,21828
2008,113,63,Clayton County,316,653,9764
2008,113,67,Cobb County,163,232,7798
2008,113,89,Dekalb County,120,194,6016
2008,113,151,Henry County,118,228,4998
2008,113,255,Spalding County,66,131,2011
2008,113,135,Gwinnett County,52,101,1578
2008,113,57,Cherokee County,32,66,2161
2008,113,45,Carroll County,31,65,1386
2008,113,97,Douglas County,21,34,706
2008,113,117,Forsyth County,21,50,1358
2008,113,223,Paulding County,16,29,738
2008,113,139,Hall County,12,18,742
2008,113,217,Newton County,11,16,434
2008,117,121,Fulton County,556,945,42294
2008,117,135,Gwinnett County,283,545,14247
2008,117,139,Hall County,224,470,11707
2008,117,57,Cherokee County,194,441,13377
2008,117,67,Cobb County,128,227,7544
2008,117,89,Dekalb County,123,196,8962
2008,117,13,Barrow County,21,36,708
2008,117,15,Bartow County,20,43,814
2008,117,223,Paulding County,16,37,1117
2008,117,297,Walton County,15,31,540
2008,117,151,Henry County,14,34,569
2008,117,77,Coweta County,12,32,770
2008,121,89,Dekalb County,8142,13936,348999
2008,121,67,Cobb County,4370,7540,223236
2008,121,63,Clayton County,3296,7184,78844
2008,121,135,Gwinnett County,2650,4947,114875
2008,121,117,Forsyth County,1575,3312,125774
2008,121,57,Cherokee County,993,1916,61223
2008,121,97,Douglas County,713,1490,25192
2008,121,151,Henry County,564,1158,17021
2008,121,113,Fayette County,422,909,20338
2008,121,77,Coweta County,406,847,17176
2008,121,139,Hall County,186,339,11386
2008,121,223,Paulding County,186,367,7472
2008,121,247,Rockdale County,174,336,5306
2008,121,217,Newton County,149,298,5733
2008,121,45,Carroll County,119,217,3529
2008,121,15,Bartow County,92,158,2851
2008,121,255,Spalding County,74,152,1616
2008,121,297,Walton County,69,139,2056
2008,121,13,Barrow County,60,97,1958
2008,135,89,Dekalb County,3825,7622,135517
2008,135,121,Fulton County,2947,5297,143902
2008,135,13,Barrow County,1157,2431,44420
2008,135,139,Hall County,1018,2149,56837
2008,135,67,Cobb County,1016,1835,40170
2008,135,297,Walton County,838,1840,44547
2008,135,117,Forsyth County,698,1620,52097
2008,135,63,Clayton County,370,772,9604
2008,135,57,Cherokee County,250,497,13091
2008,135,247,Rockdale County,231,513,8348
2008,135,151,Henry County,222,461,8646
2008,135,217,Newton County,178,384,5781
2008,135,97,Douglas County,138,304,6043
2008,135,223,Paulding County,95,202,4947
2008,135,45,Carroll County,69,129,2188
2008,135,77,Coweta County,62,129,3025
2008,135,113,Fayette County,55,119,2529
2008,135,15,Bartow County,40,73,1091
2008,135,255,Spalding County,33,60,1313
2008,139,135,Gwinnett County,554,1110,22322
2008,139,117,Forsyth County,214,453,9453
2008,139,121,Fulton County,151,237,6218
2008,139,13,Barrow County,116,245,4253
2008,139,89,Dekalb County,96,155,3381
2008,139,67,Cobb County,69,102,2845
2008,139,57,Cherokee County,38,67,1972
2008,139,297,Walton County,20,52,852
2008,139,97,Douglas County,15,27,605
2008,139,223,Paulding County,14,31,468
2008,139,247,Rockdale County,13,16,359
2008,139,45,Carroll County,12,21,526
2008,139,63,Clayton County,11,29,210
2008,139,113,Fayette County,11,18,532
2008,139,15,Bartow County,10,29,442
2008,151,63,Clayton County,1120,2342,31090
2008,151,121,Fulton County,603,1127,23511
2008,151,89,Dekalb County,432,781,12943
2008,151,255,Spalding County,376,838,11125
2008,151,67,Cobb County,228,411,9841
2008,151,135,Gwinnett County,212,411,8163
2008,151,77,Coweta County,164,360,9275
2008,151,113,Fayette County,147,316,7572
2008,151,217,Newton County,124,261,4837
2008,151,247,Rockdale County,91,200,3228
2008,151,97,Douglas County,59,128,2371
2008,151,117,Forsyth County,43,107,2838
2008,151,57,Cherokee County,41,88,1916
2008,151,223,Paulding County,36,59,1546
2008,151,45,Carroll County,35,72,1310
2008,151,297,Walton County,30,62,1449
2008,151,13,Barrow County,21,51,915
2008,151,139,Hall County,21,46,843
2008,151,15,Bartow County,13,25,797
2008,217,247,Rockdale County,574,1304,16896
2008,217,89,Dekalb County,379,821,10379
2008,217,297,Walton County,222,547,8641
2008,217,135,Gwinnett County,187,392,6020
2008,217,121,Fulton County,141,263,4231
2008,217,151,Henry County,111,267,3816
2008,217,67,Cobb County,60,110,1906
2008,217,63,Clayton County,57,118,1147
2008,217,13,Barrow County,21,50,970
2008,217,57,Cherokee County,16,43,618
2008,217,255,Spalding County,16,30,421
2008,217,77,Coweta County,15,25,955
2008,217,97,Douglas County,13,27,368
2008,217,113,Fayette County,11,23,552
2008,217,117,Forsyth County,10,22,413
2008,217,139,Hall County,10,17,324
2008,223,67,Cobb County,1033,2128,39835
2008,223,97,Douglas County,368,814,12399
2008,223,121,Fulton County,193,340,6823
2008,223,45,Carroll County,190,421,6435
2008,223,15,Bartow County,152,322,5527
2008,223,57,Cherokee County,129,237,5382
2008,223,89,Dekalb County,71,102,2387
2008,223,135,Gwinnett County,63,116,2721
2008,223,63,Clayton County,31,61,805
2008,223,77,Coweta County,18,38,1071
2008,223,117,Forsyth County,18,42,1081
2008,223,139,Hall County,17,31,542
2008,223,151,Henry County,17,32,597
2008,223,113,Fayette County,14,30,449
2008,247,217,Newton County,812,1736,27850
2008,247,89,Dekalb County,525,1013,15673
2008,247,135,Gwinnett County,243,514,9570
2008,247,121,Fulton County,201,342,6477
2008,247,297,Walton County,154,352,8061
2008,247,151,Henry County,134,295,6536
2008,247,63,Clayton County,91,176,2534
2008,247,67,Cobb County,89,158,3453
2008,247,117,Forsyth County,24,52,1705
2008,247,139,Hall County,19,37,1074
2008,247,97,Douglas County,18,27,457
2008,247,57,Cherokee County,16,31,1428
2008,247,255,Spalding County,13,25,309
2008,247,77,Coweta County,11,17,383
2008,247,13,Barrow County,10,21,581
2008,247,45,Carroll County,10,23,223
2008,255,151,Henry County,298,638,8875
2008,255,63,Clayton County,155,332,3470
2008,255,121,Fulton County,70,122,1850
2008,255,113,Fayette County,58,122,2270
2008,255,77,Coweta County,55,127,2179
2008,255,89,Dekalb County,38,62,1143
2008,255,135,Gwinnett County,27,54,937
2008,255,67,Cobb County,17,31,454
2008,255,57,Cherokee County,10,13,341
2008,297,135,Gwinnett County,462,951,17747
2008,297,13,Barrow County,176,373,5959
2008,297,217,Newton County,149,331,4225
2008,297,89,Dekalb County,106,200,3667
2008,297,121,Fulton County,74,112,2534
2008,297,247,Rockdale County,74,143,2093
2008,297,67,Cobb County,36,62,1391
2008,297,139,Hall County,34,66,989
2008,297,151,Henry County,23,53,1043
2008,297,57,Cherokee County,21,43,1318
2008,297,63,Clayton County,20,38,410
2008,297,117,Forsyth County,17,40,922
2009,13,135,Gwinnett County,550,1152,17876
2009,13,297,Walton County,117,262,3664
2009,13,139,Hall County,91,179,2803
2009,13,121,Fulton County,57,90,1874
2009,13,89,Dekalb County,54,86,1603
2009,13,67,Cobb County,26,50,703
2009,13,217,Newton County,17,37,561
2009,13,117,Forsyth County,15,31,580
2009,15,67,Cobb County,392,766,11567
2009,15,57,Cherokee County,197,429,6189
2009,15,223,Paulding County,148,323,4453
2009,15,121,Fulton County,81,145,2706
2009,15,135,Gwinnett County,39,81,1607
2009,15,89,Dekalb County,38,61,901
2009,15,97,Douglas County,33,56,819
2009,15,45,Carroll County,22,47,876
2009,15,63,Clayton County,11,27,191
2009,15,117,Forsyth County,11,22,597
2009,15,139,Hall County,10,22,285
2009,15,151,Henry County,10,19,400
2009,45,97,Douglas County,421,882,12978
2009,45,223,Paulding County,187,435,6413
2009,45,67,Cobb County,181,328,5266
2009,45,121,Fulton County,126,207,3160
2009,45,77,Coweta County,91,194,2538
2009,45,89,Dekalb County,66,100,1614
2009,45,135,Gwinnett County,55,106,1736
2009,45,151,Henry County,35,61,1092
2009,45,57,Cherokee County,30,69,1436
2009,45,15,Bartow County,24,52,567
2009,45,113,Fayette County,24,40,753
2009,45,63,Clayton County,23,47,518
2009,45,117,Forsyth County,10,24,276
2009,57,67,Cobb County,1303,2232,45183
2009,57,121,Fulton County,536,950,24176
2009,57,15,Bartow County,250,522,8069
2009,57,89,Dekalb County,172,270,6408
2009,57,135,Gwinnett County,162,322,6304
2009,57,117,Forsyth County,159,341,7969
2009,57,223,Paulding County,145,287,6214
2009,57,139,Hall County,37,72,1435
2009,57,97,Douglas County,32,57,1092
2009,57,151,Henry County,25,48,652
2009,57,63,Clayton County,22,35,494
2009,57,77,Coweta County,15,28,579
2009,57,45,Carroll County,12,24,533
2009,57,217,Newton County,12,25,433
2009,57,13,Barrow County,11,17,330
2009,57,113,Fayette County,11,25,1112
2009,57,297,Walton County,11,30,714
2009,63,121,Fulton County,3462,7359,88272
2009,63,151,Henry County,1858,4247,62589
2009,63,89,Dekalb County,1391,2967,33727
2009,63,67,Cobb County,546,1076,15498
2009,63,135,Gwinnett County,509,1211,14254
2009,63,113,Fayette County,395,1021,16098
2009,63,255,Spalding County,201,462,5314
2009,63,97,Douglas County,185,395,6232
2009,63,77,Coweta County,179,439,6552
2009,63,217,Newton County,98,194,3133
2009,63,247,Rockdale County,97,198,3149
2009,63,223,Paulding County,44,74,1618
2009,63,45,Carroll County,35,63,907
2009,63,57,Cherokee County,26,67,773
2009,63,15,Bartow County,20,43,621
2009,63,139,Hall County,20,54,590
2009,63,13,Barrow County,19,43,365
2009,63,117,Forsyth County,18,35,908
2009,63,297,Walton County,16,38,382
2009,67,121,Fulton County,4365,7541,200995
2009,67,57,Cherokee County,1886,3557,78871
2009,67,89,Dekalb County,1768,2918,71273
2009,67,223,Paulding County,1564,3386,63035
2009,67,97,Douglas County,1083,2549,34811
2009,67,135,Gwinnett County,1039,2084,39008
2009,67,15,Bartow County,529,1087,19696
2009,67,63,Clayton County,404,850,10523
2009,67,117,Forsyth County,222,439,13343
2009,67,45,Carroll County,166,361,5450
2009,67,151,Henry County,146,268,7525
2009,67,77,Coweta County,119,230,5571
2009,67,113,Fayette County,83,157,4022
2009,67,139,Hall County,69,113,3509
2009,67,247,Rockdale County,57,108,1902
2009,67,217,Newton County,52,99,1733
2009,67,255,Spalding County,39,84,1433
2009,67,297,Walton County,25,55,1352
2009,67,13,Barrow County,24,44,771
2009,77,121,Fulton County,356,705,13379
2009,77,113,Fayette County,250,549,14092
2009,77,63,Clayton County,115,235,2985
2009,77,45,Carroll County,107,214,3136
2009,77,89,Dekalb County,92,139,3032
2009,77,67,Cobb County,83,120,2682
2009,77,151,Henry County,76,155,2672
2009,77,135,Gwinnett County,71,153,3078
2009,77,255,Spalding County,51,107,1809
2009,77,97,Douglas County,27,64,1134
2009,77,117,Forsyth County,16,43,949
2009,77,223,Paulding County,15,29,599
2009,77,57,Cherokee County,14,28,744
2009,77,139,Hall County,12,19,407
2009,77,15,Bartow County,10,15,443
2009,77,217,Newton County,10,15,301
2009,89,121,Fulton County,7903,13533,338307
2009,89,135,Gwinnett County,5143,11162,177397
2009,89,67,Cobb County,1834,3189,79312
2009,89,63,Clayton County,1522,3162,37611
2009,89,247,Rockdale County,865,1895,27371
2009,89,151,Henry County,628,1347,20973
2009,89,217,Newton County,551,1279,16591
2009,89,97,Douglas County,263,488,8404
2009,89,117,Forsyth County,220,470,15509
2009,89,57,Cherokee County,173,278,8513
2009,89,297,Walton County,115,251,4299
2009,89,139,Hall County,100,188,3965
2009,89,223,Paulding County,99,181,3164
2009,89,113,Fayette County,95,181,5050
2009,89,77,Coweta County,77,135,3537
2009,89,13,Barrow County,59,109,1973
2009,89,45,Carroll County,46,75,1321
2009,89,15,Bartow County,34,68,803
2009,89,255,Spalding County,32,61,907
2009,97,67,Cobb County,997,2100,29862
2009,97,121,Fulton County,692,1330,21288
2009,97,45,Carroll County,506,1092,15138
2009,97,223,Paulding County,401,856,13809
2009,97,89,Dekalb County,257,471,7821
2009,97,63,Clayton County,144,308,3871
2009,97,135,Gwinnett County,123,243,4133
